ID;Edad;Sexo;Estado_Civil;Numero_Hijos;Nivel_Educativo;Zona_Vivienda;Estrato;Sector;Tamaño_Empresa;Trabajo_Turnos;Tipo_Contrato;Horas_Semana;Ingreso;Tipo_Cargo;Personas_Cargo;Años_Experiencia;Antiguedad_Cargo;Modalidad;Horas_Traslado;Horas_Formacion;CT1;CT2;CT3;PT1;PT2;PT3;PT4;CL1;CL2;CL3;CL4;CL5;CL6;CL7;AC1;AC2;AC3;CR1;CR2;CR3;CR4;CoR1;CoR2;CoR3;GC1;GC2;GC3;GC4;SM1;SM2;SM3;SM4;SM5;SAT1;SAT2;SAT3;SAT4;SAT5;SAT6;SAT7;SAT8;SAT9;IR1;IR2;IR3;IR4;FT1;FT2;FT3;FT4;FT5;TF1;TF2;TF3;TF4;TF5;BU1;BU2;BU3;BU4;BU5;BU6;BU7;BU8;BU9;BU10;BU11;BU12;BP1;BP2;BP3;BP4;BP5;BP6;BP7;BP8;BP9;BP10;SOM1;SOM2;SOM3;SOM4;SOM5;DL1;DL2;DL3;DL4;DL5;DL6;DL7;DL8;CT_prom;PT_prom;CL_prom;AC_prom;CR_prom;CoR_prom;GC_prom;SM_prom;SAT_prom;IR_prom;FT_prom;TF_prom;BU_prom;BP_prom;SOM_prom;DL_prom
138;50;Mujer;Soltero;Sin hijos;Bachiller;Urbana;2;Mixto;Entre 200 y 500 empleados;No;Otro;44;Entre 1 y 3 SMLV;Administrativo;No;Entre 15 a 20;Entre 1 y 3 años;Presencial;Entre 1 y 2 horas;14;3;3;3;4;5;4;4;2;2;2;3;1;2;2;5;4;5;4;4;5;5;2;3;2;3;4;3;3;2;2;2;1;2;6;6;4;4;6;4;6;4;6;2;5;4;5;4;2;2;2;2;6;6;6;4;4;3;3;2;2;3;1;2;2;2;3;3;2;7;7;6;6;7;7;6;7;6;6;5;5;3;4;5;4;6;5;4;4;4;6;6;3;4.25;2;4.666666667;4.5;2.333333333;3.25;1.8;5.111111111;4;2.4;5.2;2.333333333;6.5;4.4;4.875
139;49;Mujer;Soltero;3;Profesional;Urbana;3;Público;Entre 50 y 200 empleados;No;Otro;41;Entre 1 y 3 SMLV;Operativo;Si;Entre 20 a 25;Entre 1 y 3 años;Presencial;Entre 2 y 3 horas;13;3;3;2;5;5;5;5;3;4;4;5;4;4;3;4;3;4;5;5;5;5;4;4;3;4;3;4;3;3;4;3;3;3;6;5;6;6;6;6;5;5;6;4;4;6;6;3;3;3;1;3;2;2;4;2;2;3;2;3;2;2;4;3;4;3;4;3;3;7;5;6;6;5;5;6;5;5;5;3;2;3;2;4;2;3;4;3;2;2;4;3;2.666666667;5;3.857142857;3.666666667;5;3.666666667;3.5;3.2;5.666666667;5;2.6;2.4;3;5.5;2.8;2.875
140;40;Mujer;Unión libre;3;Posgrado;Urbana;4;Público;Más de 500 empleados;No;Otro;42;Entre 1 y 3 SMLV;Administrativo;No;Entre 15 a 20;Entre 3 y 7 años;Presencial;Menos de 1 hora;11;2;3;2;3;3;3;4;2;3;3;2;3;3;2;3;3;3;4;5;4;5;3;3;2;2;2;2;2;3;3;3;3;4;2;6;4;6;4;4;4;6;4;6;2;4;4;2;3;3;2;3;7;5;6;6;5;2;3;2;2;2;2;3;2;3;3;2;3;4;5;5;4;6;4;5;5;4;4;1;4;2;2;2;5;4;4;4;3;4;5;4;2.333333333;3.25;2.571428571;3;4.5;2.666666667;2;3.2;4.444444444;4;2.6;5.8;2.416666667;4.6;2.2;4.125
141;55;Mujer;Casado;1;Posgrado;Urbana;5;Público;Entre 50 y 200 empleados;No;Presentación de servicios;45;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Entre 1 y 3 años;Presencial;Menos de 1 hora;75;3;3;3;3;4;4;4;3;2;3;4;3;2;2;3;3;3;5;5;5;5;3;3;4;3;2;2;2;3;2;2;3;3;2;6;6;6;4;6;6;6;6;3;5;5;7;3;1;1;3;1;3;3;4;3;2;5;5;5;5;5;5;5;5;5;5;5;5;3;3;4;4;4;3;3;3;3;3;6;6;6;5;5;4;3;4;5;4;5;4;5;3;3.75;2.714285714;3;5;3.333333333;2.25;2.6;5.333333333;5;1.8;3;5;3.3;5.6;4.25
142;32;Hombre;Soltero;2;Técnico;Urbana;4;Mixto;Más de 500 empleados;Si;Presentación de servicios;38;Entre 1 y 3 SMLV;Administrativo;No;Entre 5 a 10;Entre 3 y 7 años;Presencial;Entre 1 y 2 horas;15;5;4;5;3;3;4;3;2;2;3;2;2;2;3;3;5;3;5;5;5;5;3;2;1;2;3;3;2;3;3;3;4;4;6;4;6;4;4;6;5;4;2;2;4;5;6;2;2;2;2;2;2;6;4;4;4;3;2;2;2;3;2;2;3;1;2;3;2;5;6;5;5;5;5;5;5;5;5;4;5;5;4;4;4;4;3;3;4;2;3;2;4.666666667;3.25;2.285714286;3.666666667;5;2;2.5;3.4;4.555555556;4.25;2;4;2.25;5.1;4.4;3.125
143;48;Hombre;Soltero;2;Posgrado;Rural;4;Público;Entre 200 y 500 empleados;No;Carrera;39;Entre 1 y 3 SMLV;Administrativo;No;Entre 20 a 25;Entre 7 y 10 años;Presencial;Menos de 1 hora;2;3;4;3;3;4;3;2;4;5;4;4;4;4;4;4;5;4;4;4;4;5;2;2;2;5;4;4;3;3;4;3;4;4;6;6;4;6;6;4;4;2;6;6;2;3;2;2;2;3;3;2;4;2;2;2;4;1;2;2;2;3;3;2;2;3;2;3;2;6;6;7;5;5;5;6;4;5;5;4;2;1;3;3;2;3;3;3;2;3;3;3;3.333333333;3;4.142857143;4.333333333;4.25;2;4;3.6;4.888888889;3.25;2.4;2.8;2.25;5.4;2.6;2.75
144;35;Hombre;Soltero;Sin hijos;Profesional;Urbana;2;Público;Entre 50 y 200 empleados;No;Presentación de servicios;50;Entre 1 y 3 SMLV;Administrativo;Si;Entre 1 a 5;Entre 1 y 3 años;Presencial;Entre 1 y 2 horas;26;4;4;4;3;3;3;2;4;5;5;5;4;5;4;5;4;5;4;5;4;4;3;2;3;3;2;2;3;5;5;5;5;4;4;4;4;2;6;4;6;5;4;4;6;4;4;3;3;3;2;1;3;1;3;1;1;2;2;2;2;1;1;3;2;1;2;1;2;6;7;7;7;7;7;7;6;6;7;3;3;2;2;3;2;2;2;2;2;1;2;1;4;2.75;4.571428571;4.666666667;4.25;2.666666667;2.5;4.8;4.333333333;4.5;2.4;1.8;1.75;6.7;2.6;1.75
145;46;Mujer;Unión libre;1;Técnico;Urbana;4;Público;Entre 50 y 200 empleados;No;Presentación de servicios;42;Entre 1 y 3 SMLV;Operativo;No;Menos de 1 año;Entre 1 y 3 años;Presencial;Menos de 1 hora;1;4;5;5;2;2;3;2;4;5;4;3;3;4;4;4;4;3;4;5;5;4;1;2;2;4;3;4;4;2;2;1;2;1;4;4;6;5;6;5;5;5;5;7;2;1;3;1;3;1;2;3;2;2;2;2;2;1;1;3;3;1;2;1;1;1;2;2;2;6;5;6;6;6;6;5;7;6;7;1;1;1;1;1;3;1;2;2;1;2;2;3;4.666666667;2.25;3.857142857;3.666666667;4.5;1.666666667;3.75;1.6;5;3.25;2;2;1.666666667;6;1;2
146;54;Mujer;Soltero;3;Tecnológico;Urbana;4;Mixto;Más de 500 empleados;No;Provisionalidad;50;Entre 1 y 3 SMLV;Administrativo;No;Entre 1 a 5;Entre 3 y 7 años;Presencial;Entre 2 y 3 horas;9;1;2;3;3;5;4;4;2;1;2;1;1;2;1;2;1;2;5;4;4;4;4;5;4;3;3;3;3;2;4;3;2;2;1;2;1;3;3;4;1;3;3;3;5;5;5;1;1;1;1;3;5;6;5;6;4;5;5;4;5;5;4;4;4;5;4;5;5;3;3;3;3;3;3;3;4;3;3;6;7;6;6;6;6;7;5;4;5;6;5;4;2;4;1.428571429;1.666666667;4.25;4.333333333;3;2.6;2.333333333;4.5;1.4;5.2;4.583333333;3.1;6.2;5.25
147;43;Hombre;Soltero;Sin hijos;Técnico;Rural;4;Público;Entre 200 y 500 empleados;No;Otro;37;Entre 1 y 3 SMLV;Administrativo;No;Entre 1 a 5;Entre 1 y 3 años;Presencial;Entre 1 y 2 horas;12;3;2;2;3;3;3;3;3;3;2;3;3;3;3;4;4;3;4;4;4;5;2;4;2;3;2;3;3;3;2;3;2;3;4;4;4;2;2;2;4;2;4;1;5;5;5;1;1;1;1;1;4;2;3;2;2;3;4;5;4;4;4;4;4;4;4;4;4;3;2;4;3;3;3;3;3;3;3;5;6;5;5;4;6;7;7;7;7;7;7;7;2.333333333;3;2.857142857;3.666666667;4.25;2.666666667;2.75;2.6;3.111111111;4;1;2.6;4;3;5;6.875
148;35;Hombre;Casado;1;Posgrado;Urbana;2;Público;Entre 200 y 500 empleados;No;Otro;51;Entre 1 y 3 SMLV;Directivo;No;Entre 1 a 5;Entre 1 y 3 años;Presencial;Entre 1 y 2 horas;42;4;3;4;3;4;3;3;2;2;1;2;2;2;1;3;3;3;3;4;5;4;3;3;3;2;2;4;3;1;2;2;2;2;5;5;5;5;5;5;5;5;5;6;2;2;3;4;4;2;2;4;2;2;4;4;6;1;1;2;1;2;2;1;2;2;1;1;2;7;6;7;6;7;7;6;6;7;7;4;3;4;5;4;1;1;1;2;2;1;1;1;3.666666667;3.25;1.714285714;3;4;3;2.75;1.8;5;3.25;3.2;3.6;1.5;6.6;4;1.25
149;51;Hombre;Casado;2;Profesional;Urbana;3;Público;Más de 500 empleados;No;Libre nombramiento y remocion;41;Entre 1 y 3 SMLV;Administrativo;No;Entre 1 a 5;Entre 1 y 3 años;Presencial;Menos de 1 hora;16;1;1;1;4;4;4;5;3;3;4;3;2;3;3;3;3;4;5;5;5;5;3;3;2;3;4;4;3;2;2;3;2;3;4;2;6;4;4;4;4;4;4;4;6;4;4;3;2;2;4;4;2;2;4;2;2;3;3;4;3;4;3;3;4;3;3;3;4;4;3;4;3;4;3;3;3;3;4;7;6;6;6;6;6;6;6;6;7;6;7;6;1;4.25;3;3.333333333;5;2.666666667;3.5;2.4;4;4.5;3;2.4;3.333333333;3.4;6.2;6.25
150;30;Mujer;Casado;1;Posgrado;Urbana;4;Público;Entre 200 y 500 empleados;No;Otro;41;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Entre 1 y 3 años;Presencial;Entre 1 y 2 horas;6;2;3;2;4;3;3;3;4;3;4;3;3;3;3;5;4;4;4;4;4;3;4;3;3;4;4;4;3;2;3;2;2;3;4;6;6;6;4;4;4;6;4;4;4;4;4;2;4;2;2;4;5;7;5;6;5;2;2;1;1;1;1;1;1;2;1;2;1;6;5;4;6;6;5;5;5;5;5;3;5;5;4;4;1;1;1;1;3;2;2;1;2.333333333;3.25;3.285714286;4.333333333;3.75;3.333333333;3.75;2.4;4.888888889;4;2.8;5.6;1.333333333;5.2;4.2;1.5
151;43;Mujer;Soltero;2;Profesional;Urbana;4;Mixto;Más de 500 empleados;No;Presentación de servicios;35;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Entre 1 y 3 años;Presencial;Menos de 1 hora;14;2;2;1;4;4;5;4;2;3;2;3;2;3;3;3;3;2;4;5;4;4;2;3;2;2;2;2;2;4;3;3;4;4;4;4;6;4;2;4;4;4;6;4;4;4;4;2;3;3;2;3;2;6;4;4;4;3;3;3;3;3;3;3;3;2;3;3;2;5;4;4;3;5;4;4;4;3;4;3;3;3;3;3;3;3;2;3;2;3;3;2;1.666666667;4.25;2.571428571;2.666666667;4.25;2.333333333;2;3.6;4.222222222;4;2.6;4;2.833333333;4;3;2.625
152;26;Hombre;Unión libre;1;Posgrado;Urbana;2;Público;Entre 200 y 500 empleados;No;Otro;42;Entre 1 y 3 SMLV;Operativo;Si;Entre 10 a 15;Menos de 1 año;Presencial;Entre 1 y 2 horas;84;2;3;3;3;2;3;3;3;2;4;4;3;2;3;5;5;5;5;5;5;4;2;2;3;3;3;3;3;3;2;3;2;2;6;5;5;6;6;5;6;5;6;6;2;2;2;1;1;1;3;2;1;1;3;3;3;2;1;2;2;1;1;1;1;1;2;2;2;6;5;5;5;6;6;6;5;6;7;1;2;1;2;1;2;2;1;2;2;2;1;2;2.666666667;2.75;3;5;4.75;2.333333333;3;2.4;5.555555556;3;1.6;2.2;1.5;5.7;1.4;1.75
153;33;Mujer;Casado;1;Profesional;Urbana;3;Público;Entre 200 y 500 empleados;Si;Presentación de servicios;32;Entre 3 y 5 SMLV;Operativo;No;Entre 10 a 15;Menos de 1 año;Híbrido;Menos de 1 hora;14;1;1;1;5;5;4;5;2;1;2;2;2;1;2;5;4;4;4;4;5;5;3;3;2;2;1;2;3;1;2;1;1;2;4;6;6;4;4;4;4;4;4;3;7;7;7;3;1;3;3;1;7;5;7;7;5;4;4;4;4;4;4;4;3;3;4;3;4;3;2;3;4;2;3;3;3;2;4;4;4;4;4;3;5;6;5;5;6;4;6;6;1;4.75;1.714285714;4.333333333;4.5;2.666666667;2;1.4;4.444444444;6;2.2;6.2;3.75;2.9;3.8;5.375
154;21;Hombre;Unión libre;2;Posgrado;Rural;5;Mixto;Entre 200 y 500 empleados;No;Carrera;43;Entre 1 y 3 SMLV;Administrativo;No;Entre 5 a 10;Entre 1 y 3 años;Presencial;Entre 1 y 2 horas;42;2;2;2;3;4;4;5;2;3;4;3;3;3;2;3;3;3;4;5;4;5;3;3;3;3;4;2;3;3;3;3;2;3;6;6;6;5;6;4;6;6;4;6;4;4;4;2;6;4;4;4;6;4;4;4;4;3;3;3;3;3;1;3;3;3;2;2;3;4;5;4;5;5;5;4;5;5;5;4;4;3;3;3;3;4;4;4;3;4;4;4;2;4;2.857142857;3;4.5;3;3;2.8;5.444444444;4.5;4;4.4;2.666666667;4.7;3.4;3.75
155;53;Mujer;Casado;Sin hijos;Técnico;Urbana;4;Público;Entre 200 y 500 empleados;Si;Presentación de servicios;43;Entre 1 y 3 SMLV;Operativo;No;Entre 5 a 10;Más de 10 años;Híbrido;Menos de 1 hora;12;3;5;3;3;3;3;3;4;4;4;4;4;5;4;3;3;4;4;4;4;4;3;4;3;5;5;4;5;3;3;3;5;5;7;7;7;6;7;7;5;7;5;5;3;3;3;2;2;3;2;2;2;4;2;2;2;1;2;1;1;1;1;2;2;2;1;1;1;5;5;5;6;7;5;5;6;5;6;1;1;1;1;1;1;2;2;1;1;2;1;1;3.666666667;3;4.142857143;3.333333333;4;3.333333333;4.75;3.8;6.444444444;3.5;2.2;2.4;1.333333333;5.5;1;1.375
156;54;Hombre;Soltero;2;Posgrado;Urbana;4;Público;Entre 200 y 500 empleados;No;Otro;43;Entre 1 y 3 SMLV;Operativo;No;Entre 1 a 5;Entre 1 y 3 años;Presencial;Menos de 1 hora;41;2;2;2;3;4;3;4;4;4;3;3;3;3;5;4;3;3;4;4;5;5;3;3;3;3;2;3;2;2;3;3;2;2;6;4;6;4;5;6;5;6;4;6;2;2;2;6;4;6;6;6;4;6;6;4;5;2;2;2;2;2;2;3;2;3;3;3;3;5;6;6;4;5;6;5;5;5;5;2;2;3;1;2;2;3;2;3;2;4;3;3;2;3.5;3.571428571;3.333333333;4.5;3;2.5;2.4;5.111111111;3;5.6;5;2.416666667;5.2;2;2.75
157;39;Hombre;Casado;1;Tecnológico;Urbana;4;Público;Entre 200 y 500 empleados;No;Carrera;48;Entre 1 y 3 SMLV;Administrativo;No;Entre 1 a 5;Entre 1 y 3 años;Presencial;Más de 3 horas;2;3;3;3;4;4;4;4;2;2;2;1;2;2;2;5;4;4;4;4;5;3;3;3;3;2;2;1;2;2;3;3;4;3;4;4;4;2;2;2;3;4;6;2;5;6;6;2;3;3;2;2;4;4;4;2;4;5;4;3;5;4;4;5;4;5;4;5;4;4;3;4;3;3;3;3;4;5;5;6;7;5;5;6;6;6;6;5;6;6;7;5;3;4;1.857142857;4.333333333;4;3;1.75;3;3.444444444;4.75;2.4;3.6;4.333333333;3.7;5.8;5.875
158;51;Hombre;Unión libre;Sin hijos;Técnico;Urbana;3;Público;Entre 200 y 500 empleados;No;Libre nombramiento y remocion;35;Entre 1 y 3 SMLV;Administrativo;No;Entre 15 a 20;Entre 3 y 7 años;Híbrido;Entre 1 y 2 horas;14;2;2;2;4;5;4;4;2;2;3;2;4;3;1;3;3;4;4;5;4;4;3;4;3;3;3;2;3;3;2;2;2;3;4;2;4;4;6;4;4;4;4;4;5;6;6;3;3;3;2;3;4;4;4;4;4;4;4;4;4;5;5;3;3;4;4;4;5;3;3;3;3;3;3;3;4;3;3;5;6;5;5;4;5;5;6;6;5;4;4;5;2;4.25;2.428571429;3.333333333;4.25;3.333333333;2.75;2.4;4;5.25;2.8;4;4.083333333;3.1;5;5
159;38;Mujer;Casado;2;Tecnológico;Urbana;4;Mixto;Entre 50 y 200 empleados;No;Otro;35;Entre 1 y 3 SMLV;Administrativo;No;Entre 15 a 20;Entre 3 y 7 años;Presencial;Menos de 1 hora;18;1;1;1;5;4;4;5;1;1;2;1;1;2;2;4;4;4;5;5;4;5;5;5;5;2;2;2;2;3;4;3;3;3;5;4;4;6;6;4;4;6;6;2;6;6;4;3;1;1;1;3;4;4;5;6;6;3;3;3;3;4;2;3;3;4;3;3;3;4;5;4;4;3;4;3;4;4;4;4;5;4;3;5;6;5;5;5;6;7;6;5;1;4.5;1.428571429;4;4.75;5;2;3.2;5;4.5;1.8;5;3.083333333;3.9;4.2;5.625
160;21;Mujer;Unión libre;Sin hijos;Bachiller;Urbana;3;Público;Entre 200 y 500 empleados;No;Libre nombramiento y remocion;41;Entre 1 y 3 SMLV;Administrativo;No;Entre 15 a 20;Entre 1 y 3 años;Híbrido;Menos de 1 hora;45;5;4;4;2;3;2;2;4;4;4;4;3;4;4;3;3;3;5;4;4;4;3;3;3;3;4;3;4;2;3;3;3;4;6;5;6;7;5;7;7;7;5;6;2;3;1;1;1;3;3;1;3;3;1;2;2;2;2;2;2;3;1;2;2;2;2;2;3;5;6;6;5;6;6;7;6;6;7;1;1;1;1;1;4;4;4;4;4;2;4;3;4.333333333;2.25;3.857142857;3;4.25;3;3.5;3;6.111111111;3;1.8;2.2;2.083333333;6;1;3.625
161;49;Mujer;Casado;2;Profesional;Urbana;4;Público;Entre 50 y 200 empleados;No;Otro;33;Entre 1 y 3 SMLV;Operativo;No;Entre 10 a 15;Entre 1 y 3 años;Híbrido;Menos de 1 hora;34;3;3;4;4;3;3;4;2;3;3;3;2;2;3;3;3;4;3;5;4;4;2;2;2;4;4;3;4;2;1;2;1;1;4;4;2;4;2;4;4;2;4;3;5;5;6;3;3;2;3;3;6;6;4;6;4;3;4;3;4;4;4;4;3;4;4;4;4;5;5;4;4;4;4;5;5;5;5;4;5;4;4;5;5;4;4;5;5;4;5;5;3.333333333;3.5;2.571428571;3.333333333;4;2;3.75;1.4;3.333333333;4.75;2.8;5.2;3.75;4.6;4.4;4.625
162;34;Mujer;Separado;3;Técnico;Urbana;3;Público;Entre 200 y 500 empleados;No;Provisionalidad;38;Entre 1 y 3 SMLV;Operativo;Si;Entre 10 a 15;Menos de 1 año;Presencial;Menos de 1 hora;16;3;3;1;2;2;2;3;2;2;1;2;2;1;1;3;3;4;3;3;3;4;1;2;1;2;2;3;3;2;2;3;2;1;4;6;4;6;6;6;6;6;5;4;4;2;6;2;2;2;2;2;2;3;4;3;2;1;1;1;1;2;2;2;1;1;2;3;2;7;6;7;6;6;6;7;6;5;6;5;3;3;4;4;2;1;2;3;1;3;1;3;2.333333333;2.25;1.571428571;3.333333333;3.25;1.333333333;2.5;2;5.444444444;4;2;2.8;1.583333333;6.2;3.8;2
163;39;Hombre;Casado;1;Posgrado;Urbana;3;Mixto;Entre 200 y 500 empleados;Si;Presentación de servicios;43;Entre 1 y 3 SMLV;Operativo;No;Entre 15 a 20;Entre 1 y 3 años;Presencial;Menos de 1 hora;29;3;4;4;1;2;2;1;4;4;4;3;5;4;4;3;3;3;5;5;5;5;1;1;3;3;3;4;4;3;4;4;4;4;5;5;5;5;7;7;7;5;7;5;2;3;3;2;5;5;6;6;2;3;3;4;3;2;2;2;2;1;2;3;2;2;3;2;2;5;5;5;5;4;5;4;5;5;5;2;1;3;2;2;2;2;2;2;3;1;1;2;3.666666667;1.5;4;3;5;1.666666667;3.5;3.8;5.888888889;3.25;4.8;3;2.083333333;4.8;2;1.875
164;32;Mujer;Soltero;1;Profesional;Urbana;4;Mixto;Más de 500 empleados;No;Presentación de servicios;40;Entre 1 y 3 SMLV;Directivo;No;Entre 15 a 20;Entre 1 y 3 años;Híbrido;Menos de 1 hora;8;4;4;4;3;3;2;2;2;2;2;3;3;3;3;3;4;4;5;5;4;5;3;2;3;2;2;2;2;3;3;3;2;3;7;7;5;6;5;5;5;5;6;5;3;1;1;3;3;3;2;3;5;4;5;5;6;2;3;3;3;3;3;3;3;3;4;3;3;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;2;3;2;2;3;2;3;2;4;2.5;2.571428571;3.666666667;4.75;2.666666667;2;2.8;5.666666667;2.5;2.8;5;3;3.8;4;2.375
165;43;Mujer;Soltero;1;Técnico;Urbana;3;Público;Entre 200 y 500 empleados;No;Carrera;40;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Entre 3 y 7 años;Presencial;Menos de 1 hora;3;3;3;2;4;3;3;3;4;3;3;4;3;3;3;4;5;4;4;5;5;5;2;1;3;4;4;3;3;3;3;3;3;2;7;7;7;7;7;7;7;7;7;6;2;2;2;2;3;3;2;1;4;4;6;4;4;2;1;2;2;2;2;2;1;1;3;2;3;5;7;5;6;6;6;6;5;6;5;1;1;1;2;2;3;1;1;2;2;2;2;2;2.666666667;3.25;3.285714286;4.333333333;4.75;2;3.5;2.8;7;3;2.2;4.4;1.916666667;5.7;1.4;1.875
166;30;Mujer;Soltero;Sin hijos;Profesional;Urbana;4;Público;Entre 50 y 200 empleados;No;Carrera;40;Entre 1 y 3 SMLV;Administrativo;No;Más de 25;Entre 3 y 7 años;Presencial;Entre 2 y 3 horas;13;1;3;2;4;3;4;3;2;3;3;3;4;3;2;2;2;3;5;4;5;4;2;2;1;4;4;4;3;2;2;2;3;3;2;1;3;3;1;2;3;3;2;1;7;7;7;4;4;4;4;4;4;4;6;6;6;3;3;3;4;2;3;4;4;3;3;4;4;3;3;3;3;3;3;3;4;4;4;5;5;6;5;5;5;5;7;5;5;6;6;4;2;3.5;2.857142857;2.333333333;4.5;1.666666667;3.75;2.4;2.222222222;5.5;4;5.2;3.333333333;3.3;5.2;5.375
167;50;Mujer;Soltero;2;Posgrado;Urbana;3;Mixto;Entre 50 y 200 empleados;No;Presentación de servicios;53;Entre 1 y 3 SMLV;Administrativo;No;Entre 20 a 25;Entre 1 y 3 años;Presencial;Menos de 1 hora;59;5;5;5;2;2;2;2;2;1;1;2;1;1;1;5;3;3;5;5;5;5;2;4;3;2;2;1;2;2;1;2;2;1;5;6;7;7;5;5;7;7;5;5;2;2;2;3;3;2;2;3;4;2;2;2;4;3;2;3;2;3;3;3;3;4;3;3;3;5;6;5;5;5;5;4;5;4;5;2;2;1;2;1;5;5;5;5;5;5;5;5;5;2;1.285714286;3.666666667;5;3;1.75;1.6;6;2.75;2.6;2.8;2.916666667;4.9;1.6;5
168;56;Hombre;Soltero;Sin hijos;Bachiller;Urbana;3;Público;Más de 500 empleados;Si;Carrera;48;Entre 3 y 5 SMLV;Administrativo;No;Entre 15 a 20;Menos de 1 año;Presencial;Menos de 1 hora;11;5;5;5;1;2;2;1;5;4;4;3;4;4;4;4;3;4;4;5;5;5;1;2;3;5;4;3;5;3;3;3;3;3;7;6;5;7;5;5;6;5;7;5;3;3;2;3;1;1;3;3;3;2;2;2;2;2;2;1;2;1;2;2;2;2;1;2;2;6;6;7;6;7;7;7;6;6;7;2;3;3;1;4;4;3;3;2;4;2;3;3;5;1.5;4;3.666666667;4.75;2;4.25;3;5.888888889;3.25;2.2;2.2;1.75;6.5;2.6;3
169;38;Hombre;Casado;2;Profesional;Rural;3;Público;Entre 200 y 500 empleados;No;Presentación de servicios;34;Entre 1 y 3 SMLV;Operativo;No;Entre 10 a 15;Entre 3 y 7 años;Presencial;Menos de 1 hora;51;3;2;2;5;4;4;5;1;1;1;1;2;2;1;3;4;2;5;5;5;4;3;3;3;3;3;2;2;3;2;3;2;2;5;6;5;6;6;6;5;5;5;6;3;3;3;2;2;4;4;4;7;7;5;5;7;3;3;4;3;4;3;3;3;2;3;4;4;6;5;7;7;6;5;6;6;7;6;4;4;5;4;3;5;4;5;4;3;4;4;3;2.333333333;4.5;1.285714286;3;4.75;3;2.5;2.4;5.444444444;3.75;3.2;6.2;3.25;6.1;4;4
170;25;Mujer;Casado;2;Posgrado;Urbana;4;Público;Entre 200 y 500 empleados;No;Provisionalidad;44;Entre 1 y 3 SMLV;Administrativo;Si;Entre 15 a 20;Entre 3 y 7 años;Presencial;Menos de 1 hora;3;4;4;5;1;1;1;1;5;5;5;5;5;5;5;3;3;3;4;4;4;4;1;1;2;4;5;5;4;4;4;4;4;3;5;7;7;5;5;7;7;7;7;7;3;1;1;1;3;3;3;3;1;1;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;7;7;6;7;7;7;7;7;7;6;1;3;2;2;2;1;1;1;1;2;1;2;2;4.333333333;1;5;3;4;1.333333333;4.5;3.8;6.333333333;3;2.6;1;1.833333333;6.8;2;1.375
171;27;Mujer;Unión libre;1;Posgrado;Urbana;3;Público;Entre 50 y 200 empleados;No;Otro;41;Entre 1 y 3 SMLV;Administrativo;No;Más de 25;Entre 3 y 7 años;Presencial;Menos de 1 hora;7;2;2;2;2;3;1;3;5;5;5;5;5;5;5;4;3;5;5;4;4;4;1;1;2;5;5;5;5;2;2;3;4;2;5;5;5;5;5;5;6;6;5;5;3;4;2;3;2;2;4;3;4;4;4;4;6;2;1;2;2;2;1;1;1;2;2;1;1;7;5;7;6;6;6;7;7;6;6;1;1;2;1;2;2;2;1;2;2;2;2;1;2;2.25;5;4;4.25;1.333333333;5;2.6;5.222222222;3.5;2.8;4.4;1.5;6.3;1.4;1.75
172;42;Mujer;Casado;2;Técnico;Urbana;1;Público;Entre 50 y 200 empleados;No;Supernumerario;43;Entre 1 y 3 SMLV;Administrativo;No;Entre 1 a 5;Entre 1 y 3 años;Presencial;Entre 2 y 3 horas;7;4;5;4;3;2;2;2;2;4;3;3;3;4;3;4;5;4;5;4;5;5;2;1;2;4;3;4;3;1;3;2;2;1;5;5;5;6;5;5;5;5;5;2;4;6;4;2;3;2;4;2;4;2;4;4;6;3;2;3;3;3;4;3;2;3;3;2;3;5;6;6;6;5;6;6;5;6;6;2;3;3;3;1;1;1;2;1;1;2;2;2;4.333333333;2.25;3.142857143;4.333333333;4.75;1.666666667;3.5;1.8;5.111111111;4;2.6;4;2.833333333;5.7;2.4;1.5
173;51;Mujer;Casado;3;Profesional;Urbana;2;Público;Entre 200 y 500 empleados;No;Otro;44;Entre 1 y 3 SMLV;Operativo;No;Entre 15 a 20;Entre 1 y 3 años;Presencial;Más de 3 horas;9;3;5;5;2;2;3;3;3;3;3;4;3;4;4;3;4;4;5;5;5;4;3;3;3;3;3;3;4;4;3;4;4;5;4;5;6;5;6;6;5;5;6;5;2;3;3;4;2;6;4;2;2;2;2;3;2;2;3;3;2;3;2;3;2;2;2;2;2;6;6;4;6;5;5;6;5;5;5;4;3;3;4;5;1;2;1;2;1;3;1;1;4.333333333;2.5;3.428571429;3.666666667;4.75;3;3.25;4;5.333333333;3.25;3.6;2.2;2.333333333;5.3;3.8;1.5
